,Unnamed: 0,Incident ID,Incident Date,year,State,City Or County,Address,Killed,Injured,Operations
206,215,739498,December 31,2016,Oklahoma,Norman,1800 Block of Virginia St,1,0,"View Incident
View Source"
206,215,1505486,September 16,2019,Kentucky,Louisville,3501 W Broadway,0,1,"View Incident
View Source"
207,216,1017773,December 30,2017,California,Stockton,2200 Block of Manthey Rd,0,0,"View Incident
View Source"
207,216,475552,December 30,2015,Arizona,Phoenix,South 17th Avenue,1,0,"View Incident
View Source"
207,216,741882,December 31,2016,North Carolina,Edenton,120 Block of West Cartaret St,0,2,"View Incident
View Source"
207,216,1288241,December 30,2018,Connecticut,Bridgeport,211 State St,0,1,"View Incident
View Source"
207,216,1506357,September 16,2019,Alabama,Birmingham,Prosch Ave,0,0,"View Incident
View Source"
208,217,739341,December 31,2016,Washington,Federal Way,32100 block of 46th Pl SW,1,0,"View Incident
View Source"
208,217,1017770,December 30,2017,California,Stockton,Access St and Tam O Shanter Dr,1,0,"View Incident
View Source"
208,217,1437440,December 30,2015,California,Middletown,Butts Canyon Rd,1,1,"View Incident
View Source"
208,217,1288246,December 30,2018,California,Salida,5300 block of Stonehart Ln,0,1,"View Incident
View Source"
208,217,1506350,September 16,2019,Alabama,Birmingham (Homewood),600 Martin Luther King Jr Dr,0,1,"View Incident
View Source"
209,218,1017038,December 30,2017,Virginia,Hopewell,4100 block of Robert E Lee Dr,0,1,"View Incident
View Source"
209,218,475210,December 30,2015,New York,Maspeth,55-61 58th St,0,1,"View Incident
View Source"
209,218,1505476,September 16,2019,Alabama,Tuscaloosa,2600 block of 25th St,1,0,"View Incident
View Source"
209,218,741841,December 31,2016,Florida,Wildwood,Young Circle,0,0,"View Incident
View Source"
209,218,1288243,December 30,2018,Connecticut,Bridgeport,Gregory St,0,0,"View Incident
View Source"
210,219,1505455,September 16,2019,Texas,Port Arthur,8149 Ninth Ave,0,1,"View Incident
View Source"
210,219,1025768,December 30,2017,Wisconsin,Milwaukee,Ogden Ave,0,0,"View Incident
View Source"
210,219,761965,December 30,2015,Missouri,Monett,,0,0,"View Incident
View Source"
210,219,1289324,December 30,2018,Louisiana,New Orleans,2300 block of Annette St,0,1,"View Incident
View Source"
210,219,738908,December 30,2016,Florida,Miami,10101 W Indigo St,1,0,"View Incident
View Source"
211,220,1506334,September 16,2019,Mississippi,Jackson,Winter St,0,1,"View Incident
View Source"
211,220,482517,December 30,2015,Wyoming,Rawlins,1115 N. Higley Boulevard,1,0,"View Incident
View Source"
211,220,1288560,December 30,2018,West Virginia,Huntington,1800 block of Doulton Ave,0,1,"View Incident
View Source"
211,220,743781,December 30,2016,Massachusetts,Plainville,71 Messenger St,0,0,"View Incident
View Source"
211,220,1017755,December 30,2017,Florida,Anna Maria,Pine Ave and Gulf Dr,0,1,"View Incident
View Source"
212,221,1505435,September 16,2019,Texas,Lufkin,6735 Ted Trout Dr,0,0,"View Incident
View Source"
212,221,1289337,December 30,2018,Massachusetts,Springfield,,0,0,"View Incident
View Source"
212,221,1022012,December 30,2017,Florida,Palm Beach Gardens (Riviera Beach),Ave T,0,0,"View Incident
View Source"
212,221,738041,December 30,2016,Ohio,Mansfield,3230 Possum Run Rd,0,5,"View Incident
View Source"
212,221,476612,December 30,2015,New York,New York (Manhattan),First Avenue and East 59th,0,0,"View Incident
View Source"
213,222,1019328,December 30,2017,Illinois,Rockford,1400 S Main St,0,1,"View Incident
View Source"
213,222,1288709,December 30,2018,Pennsylvania,Philadelphia,1900 block of N Croskey St,0,1,"View Incident
View Source"
213,222,740108,December 30,2016,California,Merced,3200 block of Nashville Ct,0,0,"View Incident
View Source"
213,222,1506332,September 16,2019,Missouri,Jefferson City,1228 E McCarty St,0,0,"View Incident
View Source"
213,222,478605,December 30,2015,Louisiana,Baton Rouge,1634 Fairchild Street,1,0,"View Incident
View Source"
214,223,1032117,December 30,2017,California,Los Angeles,15228 S Avalon Blvd,0,2,"View Incident
View Source"
214,223,740106,December 30,2016,California,Merced,300 block of S Parsons,0,0,"View Incident
View Source"
214,223,1288704,December 30,2018,Pennsylvania,Philadelphia,617 W Erie Ave,0,3,"View Incident
View Source"
214,223,476081,December 30,2015,Massachusetts,Boston,40 Boylston,0,0,"View Incident
View Source"
214,223,1505423,September 15,2019,Montana,Bozeman,7 Tai Ln,0,0,"View Incident
View Source"
215,224,738576,December 30,2016,Connecticut,Wallingford,95 S Turnpike Rd,2,3,"View Incident
View Source"
215,224,476079,December 30,2015,Massachusetts,Boston,Tremont Street,0,0,"View Incident
View Source"
215,224,1017022,December 30,2017,Tennessee,Nashville,707 19th Ave N,0,1,"View Incident
View Source"
215,224,1505420,September 15,2019,New Hampshire,Keene,19 Ferry Brook Rd,0,2,"View Incident
View Source"
215,224,1288507,December 30,2018,Pennsylvania,Philadelphia,5300 block of Wissahickon Ave,0,2,"View Incident
View Source"
216,225,1505416,September 15,2019,Maine,Fryeburg,343 Portland St,0,0,"View Incident
View Source"
216,225,476070,December 30,2015,Pennsylvania,Philadelphia,2500 block of North Bancroft Street,0,1,"View Incident
View Source"
216,225,1288441,December 30,2018,Texas,Killeen,4800 Westcliff Rd,0,0,"View Incident
View Source"
216,225,737814,December 30,2016,Georgia,Lincolnton,Nethania Farm Road,1,0,"View Incident
View Source"
216,225,1017070,December 30,2017,Indiana,Evansville,5000 Monroe Ave,1,0,"View Incident
View Source"
217,226,475513,December 30,2015,Connecticut,Branford,2 Business Park Drive,0,0,"View Incident
View Source"
217,226,1288222,December 30,2018,South Carolina,Lexington,200 Block of Whiteford Way,0,1,"View Incident
View Source"
217,226,738391,December 30,2016,Tennessee,Memphis,1190 block of Jackson,0,1,"View Incident
View Source"
217,226,1504633,September 15,2019,Texas,San Antonio,800 block of S Salado St,0,1,"View Incident
View Source"
217,226,1020746,December 30,2017,Illinois,Aurora,W Galena Blvd and S Stolp Ave,0,0,"View Incident
View Source"
218,227,476133,December 30,2015,Pennsylvania,Pittsburgh,3500 block of California Avenue,0,1,"View Incident
View Source"
218,227,1504630,September 15,2019,Virginia,Richmond,300 block of E 12th St,1,0,"View Incident
View Source"
218,227,1288224,December 30,2018,North Carolina,Randleman,1029 High Point St,0,1,"View Incident
View Source"
218,227,1017010,December 30,2017,Texas,Dallas,11111 Walnut Hill Ln,0,1,"View Incident
View Source"
218,227,748392,December 30,2016,New Jersey,Newark,300 Block of S 11th St,1,0,"View Incident
View Source"
219,228,744451,December 30,2016,Tennessee,Kingsport,713 Stuffle St,0,0,"View Incident
View Source"
219,228,1293382,December 30,2018,Illinois,Kankakee,700 block of N 5th Ave,0,0,"View Incident
View Source"
219,228,1504628,September 15,2019,Virginia,Richmond,6300 block of Jahnke Rd,1,0,"View Incident
View Source"
219,228,1017003,December 30,2017,Kentucky,Lexington,2300 block of Versailles Road,0,1,"View Incident
View Source"
219,228,476594,December 30,2015,Indiana,New Carlisle (Hudson Lake),8400 east block of Emery Road,0,0,"View Incident
View Source"
220,229,1288952,December 30,2018,North Carolina,Charlotte,7600 block of Gwynne Hill Rd,1,0,"View Incident
View Source"
220,229,1505391,September 15,2019,Nebraska,Lincoln,N 27th St and Superior St,0,0,"View Incident
View Source"
220,229,1018402,December 30,2017,Louisiana,Scott,1100 block of Roper Drive,0,1,"View Incident
View Source"
220,229,738381,December 30,2016,Texas,Corpus Christi,500 Block of Louisiana Avenue,0,0,"View Incident
View Source"
220,229,476000,December 30,2015,Florida,Lehigh Acres,Lee Boulevard,0,0,"View Incident
View Source"
221,230,1504623,September 15,2019,Pennsylvania,Philadelphia,3600 block of Wallace St,1,0,"View Incident
View Source"
221,230,1018940,December 30,2017,New York,Attica,Tooley Rd Exd,0,1,"View Incident
View Source"
221,230,740934,December 30,2016,Nevada,Las Vegas,Lake Mead Blvd and Losee Rd,1,0,"View Incident
View Source"
221,230,1289568,December 30,2018,Iowa,Davenport,1700 block of E 13th St,0,0,"View Incident
View Source"
221,230,477274,December 30,2015,Pennsylvania,Johnstown,1201 SOLOMON ST,1,0,"View Incident
View Source"
222,231,476585,December 30,2015,Kentucky,Hopkinsville,South O'Neal Avenue,0,0,"View Incident
View Source"
222,231,739261,December 30,2016,Oregon,Portland,E Burnside St and 122nd Ave,0,1,"View Incident
View Source"
222,231,1505369,September 15,2019,Massachusetts,Wareham,16 Shady Ln,0,0,"View Incident
View Source"
222,231,1019469,December 30,2017,Iowa,Cedar Rapids,1631 Bever Ave SE,0,1,"View Incident
View Source"
222,231,1289276,December 30,2018,Missouri,Springfield,W Mount Vernon St and S Golden Ave,0,1,"View Incident
View Source"
223,232,479142,December 30,2015,Alabama,Selma,Tucker Avenue,0,1,"View Incident
View Source"
223,232,737943,December 30,2016,California,Sacramento (Fruitridge),5500 block of Enrico Boulevard,1,0,"View Incident
View Source"
223,232,1505362,September 15,2019,Missouri,Saint Louis,2851 Cherokee St,0,1,"View Incident
View Source"
223,232,1017006,December 30,2017,Tennessee,Harriman,200 block of Harding Road,1,0,"View Incident
View Source"
223,232,1288213,December 30,2018,District of Columbia,Washington,3200 block of 8th St SE,0,0,"View Incident
View Source"
224,233,479139,December 30,2015,Alabama,Selma,,0,0,"View Incident
View Source"
224,233,1019797,December 30,2017,California,Trinidad,200 Big Lagoon Park Rd,0,0,"View Incident
View Source"
224,233,746620,December 30,2016,California,Pittsburg,Bliss Ave and Harbor St,0,0,"View Incident
View Source"
224,233,1289269,December 30,2018,Alabama,Gadsden,500 block of Padenreich Ave,0,0,"View Incident
View Source"
224,233,1505334,September 15,2019,Michigan,Detroit,,1,0,"View Incident
View Source"
225,235,1289262,December 30,2018,North Carolina,Gastonia,Carpenter St,0,2,"View Incident
View Source"
225,235,741411,December 30,2016,Georgia,Webster (county),,1,0,"View Incident
View Source"
225,235,1504595,September 15,2019,Pennsylvania,Erie,2200 block of Wayne St,0,1,"View Incident
View Source"
225,235,479137,December 30,2015,Alabama,Selma,,0,1,"View Incident
View Source"
225,235,1017734,December 30,2017,Arkansas,Helena,100 block of Oakland Street,1,1,"View Incident
View Source"
226,236,1505308,September 15,2019,Michigan,Detroit,Abington Ave and Belton St,0,1,"View Incident
View Source"
226,236,1289265,December 30,2018,Missouri,Saint Louis,10400 block of Baron Dr,1,0,"View Incident
View Source"
226,236,475498,December 30,2015,California,Fresno,Weber and Thorne Avenues,1,0,"View Incident
View Source"
226,236,739264,December 30,2016,Oregon,Portland,N Columbia Blvd,0,1,"View Incident
View Source"
226,236,1016959,December 30,2017,Texas,Houston,W Orem and Townwood,1,0,"View Incident
View Source"
227,237,1291763,December 30,2018,Pennsylvania,Philadelphia,1363 E Lycoming St,0,1,"View Incident
View Source"
227,237,476015,December 30,2015,Arizona,Peoria,Happy Valley Road,0,1,"View Incident
View Source"
227,237,1017980,December 30,2017,North Carolina,High Point,523 Amos St,1,0,"View Incident
View Source"
227,237,737805,December 30,2016,Nebraska,Lincoln,399 Sun Valley Blvd,0,0,"View Incident
View Source"
227,237,1505306,September 15,2019,California,Gardena,Wilkie Ave and 134th St,0,1,"View Incident
View Source"
228,238,1019775,December 30,2017,Florida,Bradenton,600 Block of 22nd Ln E,0,0,"View Incident
View Source"
228,238,475485,December 30,2015,California,Fairfield,North Texas Street,0,0,"View Incident
View Source"
228,238,817352,December 30,2016,Pennsylvania,Philadelphia,,0,0,"View Incident
View Source"
228,238,1504591,September 15,2019,Mississippi,Clarksdale,1201 N State St,1,0,"View Incident
View Source"
228,238,1289255,December 30,2018,North Carolina,Durham,2500 block of S Roxboro St,0,2,"View Incident
View Source"
229,239,1016882,December 30,2017,South Carolina,Columbia,300 block of Mapleview Drive,0,0,"View Incident
View Source"
229,239,739269,December 30,2016,Pennsylvania,Pittsburgh,3400 block of Fleming Ave,0,1,"View Incident
View Source"
229,239,1290174,December 30,2018,Massachusetts,Pittsfield,Franco Terrace,0,1,"View Incident
View Source"
229,239,1079482,December 30,2015,Ohio,Akron,Pontiac Ave,0,2,"View Incident
View Source"
229,239,1505303,September 15,2019,Michigan,Detroit,19100 block of Pinehurst St,1,0,"View Incident
View Source"
230,240,1288513,December 30,2018,Tennessee,Nashville,1600 block of 25th Ave N,1,0,"View Incident
View Source"
230,240,1019242,December 30,2017,Arkansas,Little Rock,4109 E 35th St,0,0,"View Incident
View Source"
230,240,476480,December 30,2015,California,Richmond,200 block of South Seventh Street,1,0,"View Incident
View Source"
230,240,1505302,September 15,2019,Kansas,Manhattan,1300 block of Fremont St,0,0,"View Incident
View Source"
230,240,740012,December 30,2016,Missouri,Kansas City,4600 block of NE 83rd Terrace,0,1,"View Incident
View Source"
231,241,1289285,December 30,2018,Missouri,Kansas City,7500 block of Oakland Ave,1,0,"View Incident
View Source"
231,241,1505295,September 15,2019,Michigan,Detroit,20535 Joy Rd,0,1,"View Incident
View Source"
231,241,477876,December 30,2015,South Carolina,Mc Clellanville (Mcclellanville),,0,0,"View Incident
View Source"
231,241,1022804,December 30,2017,Arizona,Goodyear,Pebble Creek Pkwy and Indian School Rd,0,0,"View Incident
View Source"
231,241,739250,December 30,2016,Louisiana,New Orleans,1700 block of Old Prieur St,0,0,"View Incident
View Source"
232,242,477175,December 30,2015,North Carolina,Gastonia (Ranlo),1316 Spencer Mountain Rd,1,0,"View Incident
View Source"
232,242,745151,December 30,2016,New York,Cutchogue,Midwood Rd,0,0,"View Incident
View Source"
232,242,1017226,December 30,2017,Alaska,Anchorage,100 block of Oklahoma St,1,0,"View Incident
View Source"
232,242,1288497,December 30,2018,Texas,Dallas,1207 E Red Bird Ln,1,0,"View Incident
View Source"
232,242,1505293,September 15,2019,Connecticut,Bridgeport,,0,1,"View Incident
View Source"
233,243,1019235,December 30,2017,Arkansas,Little Rock,1500 block of Peyton St,0,1,"View Incident
View Source"
233,243,1288545,December 30,2018,Virginia,Hampton,900 block of Ridgeway Ave,1,0,"View Incident
View Source"
233,243,1504566,September 15,2019,Ohio,Youngstown,W Hylda Ave and Market St,0,1,"View Incident
View Source"
233,243,476049,December 30,2015,South Carolina,Seabrook,Detour Road,0,0,"View Incident
View Source"
233,243,739245,December 30,2016,Rhode Island,Coventry,211 Williams Crossing Road,0,1,"View Incident
View Source"
234,244,1504563,September 15,2019,Tennessee,Knoxville,Willow Ave and Patton St,0,1,"View Incident
View Source"
234,244,477164,December 30,2015,North Carolina,Charlotte,6600 block of Woodland Cir,0,1,"View Incident
View Source"
234,244,1017291,December 30,2017,Missouri,Saint Louis,6412 Michigan Ave,0,3,"View Incident
View Source"
234,244,1288595,December 30,2018,Delaware,Wilmington,500 block of W 11th St,0,0,"View Incident
View Source"
234,244,738331,December 30,2016,Colorado,Denver,3663 S Sheridan Blvd,0,0,"View Incident
View Source"
235,245,1506260,September 15,2019,New York,Schenectady,Central Ave,0,0,"View Incident
View Source"
235,245,742736,December 30,2016,New York,Bloomingburg,Wurtsboro Mountain Rd,0,0,"View Incident
View Source"
235,245,475827,December 30,2015,Georgia,Lithonia,4500 block of Idlewood Park,1,0,"View Incident
View Source"
235,245,1288194,December 30,2018,Georgia,Atlanta,1100 block of Joseph E Boone Blvd,0,1,"View Incident
View Source"
235,245,1017123,December 30,2017,Louisiana,New Orleans,8700 block of Dinkins St,0,1,"View Incident
View Source"
236,246,1505270,September 15,2019,Michigan,Saginaw,2100 block of Robinwood Ave,0,1,"View Incident
View Source"
236,246,475643,December 30,2015,Pennsylvania,Philadelphia,North Redfield Street,1,0,"View Incident
View Source"
236,246,738648,December 30,2016,Massachusetts,Boston,434 Massachusetts Ave,0,0,"View Incident
View Source"
236,246,1288549,December 30,2018,Virginia,Richmond,3400 block of Maury St,1,0,"View Incident
View Source"
236,246,1017260,December 30,2017,Kansas,Kansas City,700 block of N 9th St,1,0,"View Incident
View Source"
237,247,1504549,September 15,2019,Illinois,Springfield,600 block of S Walnut St,0,2,"View Incident
View Source"
237,247,1017151,December 30,2017,Maryland,District Heights,3318 Walters Ln,1,0,"View Incident
View Source"
237,247,475588,December 30,2015,Pennsylvania,Philadelphia,1200 block of Redfield Street,1,0,"View Incident
View Source"
237,247,737794,December 30,2016,Illinois,Belleville,2913 West Blvd,1,1,"View Incident
View Source"
237,247,1288918,December 30,2018,California,Madera,20000 block of Avenue 6,0,1,"View Incident
View Source"
238,248,476025,December 30,2015,Georgia,Savannah,700 block of East Bolton Street,0,1,"View Incident
View Source"
238,248,1506245,September 15,2019,Florida,Quincy,1000 block of Brumby St,0,1,"View Incident
View Source"
238,248,738288,December 30,2016,Illinois,Chicago,100 block of North Long Ave,0,1,"View Incident
View Source"
238,248,1016904,December 30,2017,New Jersey,Paterson,Peach St and Plum St,0,1,"View Incident
View Source"
238,248,1288527,December 30,2018,Virginia,Virginia Beach,1000 block of Coach Cir,2,1,"View Incident
View Source"
239,249,1288174,December 30,2018,Arkansas,Marion,6934 I-55,0,1,"View Incident
View Source"
239,249,738619,December 30,2016,Oklahoma,Oklahoma City (Midwest City),NE 10th St and N Douglas Blvd,0,1,"View Incident
View Source"
239,249,478140,December 30,2015,Texas,El Paso,221 Porfirio Diaz Street,1,0,"View Incident
View Source"
239,249,1017878,December 30,2017,Maryland,Baltimore,1500 block of Shields Pl,0,0,"View Incident
View Source"
239,249,1505268,September 15,2019,Michigan,Muskegon,80 W Southern Ave,0,1,"View Incident
View Source"
240,250,484502,December 30,2015,New York,Ithaca,130 East Seneca Street,0,0,"View Incident
View Source"
240,250,739577,December 30,2016,South Carolina,Burton,,0,0,"View Incident
View Source"
240,250,1022747,December 30,2017,Maryland,Salisbury,E Church St,0,1,"View Incident
View Source"
240,250,1289203,December 30,2018,Mississippi,Marion,5938 Dale Dr,1,2,"View Incident
View Source"
240,250,1504545,September 15,2019,Pennsylvania,Philadelphia,2300 block of McMichael St,0,1,"View Incident
View Source"
241,251,1017636,December 30,2017,Louisiana,Shreveport,900 block of Beauregard Drive,0,1,"View Incident
View Source"
241,251,1505262,September 15,2019,Michigan,Flint,5000 block of Martin Luther King Ave,0,2,"View Incident
View Source"
241,251,1288890,December 30,2018,Illinois,Ofallon,1713 W Hwy 50,1,0,"View Incident
View Source"
241,251,737991,December 30,2016,Alabama,Montgomery,100 block of Longbrook Drive,2,2,"View Incident
View Source"
241,251,476020,December 30,2015,Georgia,Albany,500 block of College Drive,0,1,"View Incident
View Source"
242,252,1505257,September 15,2019,Michigan,Flint,2100 block of N Chevrolet Ave,1,1,"View Incident
View Source"
242,252,1017615,December 30,2017,Arkansas,Little Rock,2800 block of East Roosevelt Road,0,1,"View Incident
View Source"
242,252,476018,December 30,2015,Pennsylvania,Mckeesport,1600 block of Jenny Lind Street,1,0,"View Incident
View Source"
242,252,1289191,December 30,2018,Mississippi,Jackson,4414 Medgar Evers Blvd,0,0,"View Incident
View Source"
242,252,740806,December 30,2016,North Carolina,Asheville,,0,0,"View Incident
View Source"
243,253,1288119,December 30,2018,Mississippi,Meridian,117 Russell Dr,0,2,"View Incident
View Source"
243,253,1505252,September 15,2019,Colorado,Denver,5500 block of N Carson Way,0,1,"View Incident
View Source"
243,253,1017609,December 30,2017,Arkansas,Little Rock,2600 block of Booker Street,0,1,"View Incident
View Source"
243,253,475414,December 30,2015,Indiana,Anderson,,0,0,"View Incident
View Source"
243,253,738695,December 30,2016,Georgia,Atlanta (College Park),2000 block of Sitser Lane,0,0,"View Incident
View Source"
244,254,730681,December 30,2015,New Mexico,Farmington,,0,0,"View Incident
View Source"
244,254,1505250,September 15,2019,Michigan,Flint,,0,1,"View Incident
View Source"
244,254,739207,December 30,2016,Florida,Fort Myers,Glenwood Ave,0,1,"View Incident
View Source"
244,254,1017591,December 30,2017,Illinois,Chicago,1400 N Lotus Ave,0,1,"View Incident
View Source"
244,254,1292579,December 30,2018,Arkansas,Hot Springs National Park (Hot Springs),200 E Grand Ave,0,0,"View Incident
View Source"
245,255,1289344,December 30,2018,New York,Buffalo,163 Kerns Ave,0,1,"View Incident
View Source"
245,255,1017086,December 30,2017,West Virginia,Charleston,1300 block of Renaissance Cir,0,1,"View Incident
View Source"
245,255,739682,December 30,2016,Indiana,Terre Haute,22nd St and Liberty St,0,0,"View Incident
View Source"
245,255,476004,December 30,2015,Florida,Jacksonville,2681 University Boulevard,0,1,"View Incident
View Source"
245,255,1504536,September 15,2019,New York,New York (Manhattan),W 145th St and Lenox Ave,0,2,"View Incident
View Source"
246,256,1021377,December 30,2017,Texas,Hillsboro,1000 block of E Walnut St,1,0,"View Incident
View Source"
246,256,1289176,December 30,2018,Oklahoma,Oklahoma City,E Madison St,0,1,"View Incident
View Source"
246,256,738068,December 30,2016,Florida,Jacksonville,5700 block of Holly Bell Dr,1,0,"View Incident
View Source"
246,256,477843,December 30,2015,South Carolina,Sumter,Miller Road,1,0,"View Incident
View Source"
246,256,1504535,September 15,2019,District of Columbia,Washington,3900 block of Martin Luther King Jr Ave SW,0,0,"View Incident
View Source"
247,257,1017573,December 30,2017,Illinois,Chicago,5300 W Ohio St,0,1,"View Incident
View Source"
247,257,1505220,September 15,2019,Colorado,Denver,E Colfax Ave and Verbena St,1,0,"View Incident
View Source"
247,257,476626,December 30,2015,Maryland,Annapolis Junction,Market St and Baltimore St,2,0,"View Incident
View Source"
247,257,738414,December 30,2016,Pennsylvania,Hesston,Seven Points Rd and Bakers Hollow Rd,2,0,"View Incident
View Source"
247,257,1288769,December 30,2018,Florida,Gainesville,3400 block of NW 38th St,0,0,"View Incident
View Source"
248,258,738039,December 30,2016,North Carolina,Greenville,122 Concord Dr,1,0,"View Incident
View Source"
248,258,1288802,December 30,2018,Florida,Panama City,3706 W 22nd Plaza,1,0,"View Incident
View Source"
248,258,1017571,December 30,2017,Missouri,Fulton,500 block of Grand Ave,0,0,"View Incident
View Source"
248,258,475987,December 30,2015,Pennsylvania,York,500 block of West King Street,0,1,"View Incident
View Source"
248,258,1504734,September 15,2019,Florida,Orlando,2400 block of Mace St,1,0,"View Incident
View Source"
249,259,742704,December 30,2016,Alaska,Ketchikan,N Tongass Hwy,1,0,"View Incident
View Source"
249,259,1289166,December 30,2018,Arkansas,North Little Rock,7624 US-70,0,0,"View Incident
View Source"
249,259,1020342,December 30,2017,Illinois,Kankakee,600 N Harrison Ave,0,0,"View Incident
View Source"
249,259,476621,December 30,2015,New York,Brooklyn,Sterling Street,0,0,"View Incident
View Source"
249,259,1506185,September 15,2019,Tennessee,Memphis,National St,0,0,"View Incident
View Source"
250,261,1506185,September 15,2019,Tennessee,Memphis,National St,0,0,"View Incident
View Source"
250,261,738208,December 30,2016,Florida,Cape Coral,SW 8th Pl,0,0,"View Incident
View Source"
250,261,1289138,December 30,2018,California,Fresno,4630 E Shields Ave,0,0,"View Incident
View Source"
250,261,475978,December 30,2015,Pennsylvania,Lancaster,549 E Chestnut St,0,1,"View Incident
View Source"
250,261,1022923,December 30,2017,New Hampshire,Portsmouth,Melcher St,0,0,"View Incident
View Source"
251,262,1017564,December 30,2017,Illinois,Chicago,300 S Kilbourn Ave,0,1,"View Incident
View Source"
251,262,477060,December 30,2015,Indiana,Indianapolis,1481 W 10th St,0,1,"View Incident
View Source"
251,262,1288162,December 30,2018,Iowa,Cedar Rapids,600 14th St SE,0,0,"View Incident
View Source"
251,262,1504307,September 15,2019,Arkansas,Little Rock,5103 Asher,1,1,"View Incident
View Source"
251,262,741623,December 30,2016,Georgia,Albany,212 West Society Ave,0,0,"View Incident
View Source"
252,263,1505190,September 15,2019,California,La Mesa,University Ave and Marian St,0,0,"View Incident
View Source"
252,263,1289131,December 30,2018,California,Salinas,,0,0,"View Incident
View Source"
252,263,1019693,December 30,2017,Florida,Fort Pierce,N 33rd St and Angle Rd,0,0,"View Incident
View Source"
252,263,738171,December 30,2016,New Jersey,Paterson,Martin Street,0,1,"View Incident
View Source"
252,263,489913,December 30,2015,Virginia,Woodbridge,Dale Blvd and Cloverdale Rd,0,0,"View Incident
View Source"
253,264,1019160,December 30,2017,California,San Bernardino,Genevieve St and 34th St,0,0,"View Incident
View Source"
253,264,479722,December 30,2015,California,Fountain Valley,,0,0,"View Incident
View Source"
253,264,738154,December 30,2016,California,San Francisco,Northridge and Harbor Road,0,1,"View Incident
View Source"
253,264,1288142,December 30,2018,California,Sacramento,7th St and K St,2,2,"View Incident
View Source"
253,264,1505188,September 15,2019,Texas,Justin,100 block of N Snyder Ave,0,1,"View Incident
View Source"
254,265,1504198,September 15,2019,Pennsylvania,Pittsburgh,2600 block of Centre Ave,0,1,"View Incident
View Source"
254,265,486784,December 30,2015,New York,Bronx,2435 Crescent Avenue,0,1,"View Incident
View Source"
254,265,1290985,December 30,2018,South Carolina,Greenwood,700 block of Florida Ave,0,0,"View Incident
View Source"
254,265,1019606,December 30,2017,Alabama,Athens,Henry Drive,0,1,"View Incident
View Source"
254,265,738149,December 30,2016,Florida,Jacksonville,8300 E Argyle Corners Dr,0,0,"View Incident
View Source"
255,266,738148,December 30,2016,Florida,Jacksonville,Painted Pony Dr and 110th St,0,0,"View Incident
View Source"
255,266,1504797,September 15,2019,Kentucky,Owensboro,1100 block of W 9th St,0,1,"View Incident
View Source"
255,266,476444,December 30,2015,Ohio,Youngstown,Dryden Avenue,0,0,"View Incident
View Source"
255,266,1290988,December 30,2018,South Carolina,Greenwood,100 block of Oakview Ct,0,0,"View Incident
View Source"
255,266,1017544,December 30,2017,Kansas,Topeka,3rd St and Lawrence St,0,0,"View Incident
View Source"
256,267,1017535,December 30,2017,Missouri,Independence,14609 E Truman Rd,1,0,"View Incident
View Source"
256,267,738145,December 30,2016,Florida,Jacksonville,2500 W Congaree Dr,0,0,"View Incident
View Source"
256,267,1288847,December 30,2018,Illinois,Rockford,1100 block of Green St,1,0,"View Incident
View Source"
256,267,475957,December 30,2015,New York,Albany,Second Avenue,0,1,"View Incident
View Source"
256,267,1504881,September 15,2019,Pennsylvania,Stroudsburg,103 Kraemer Ave,0,1,"View Incident
View Source"
257,268,1018848,December 30,2017,Minnesota,Minneapolis (Robbinsdale),3300 Oakdale Ave N,0,1,"View Incident
View Source"
257,268,1288147,December 30,2018,Florida,Miami,800 block of W Flagler St,0,1,"View Incident
View Source"
257,268,739137,December 30,2016,New York,Rochester,Wilder St,0,1,"View Incident
View Source"
257,268,475622,December 30,2015,Kentucky,Wallins Creek,Abe Hill Road,0,1,"View Incident
View Source"
257,268,1504479,September 15,2019,California,Ontario,13000 block of S Ontario Ave,1,0,"View Incident
View Source"
258,269,1504474,September 15,2019,Nebraska,Omaha,,0,1,"View Incident
View Source"
258,269,475479,December 30,2015,New York,Rochester,101 Bidwell Terrace,0,0,"View Incident
View Source"
258,269,1021290,December 30,2017,Georgia,Jackson (county),,0,0,"View Incident
View Source"
258,269,738141,December 30,2016,Florida,Jacksonville,110th St and Catoma St,0,0,"View Incident
View Source"
258,269,1288140,December 30,2018,Florida,Ocala,22 NW 34th Ave,0,1,"View Incident
View Source"
259,270,476957,December 30,2015,Mississippi,D'iberville,9994 Rodriguez Street,0,2,"View Incident
View Source"
259,270,738136,December 30,2016,Florida,Jacksonville,Townsend Rd and Ricker Rd,0,0,"View Incident
View Source"
259,270,1505016,September 15,2019,Nevada,Las Vegas,S Lindell Rd and Tropicana Ave,1,0,"View Incident
View Source"
259,270,1025912,December 30,2017,Massachusetts,Cambridge,Massachusetts Ave,0,0,"View Incident
View Source"
259,270,1288133,December 30,2018,Florida,Orlando,200 Agnes Ct,0,1,"View Incident
View Source"
260,271,1290929,December 30,2018,South Carolina,North Charleston,,0,1,"View Incident
View Source"
260,271,475954,December 30,2015,New York,Ripley,Interstate 90,0,0,"View Incident
View Source"
260,271,738129,December 30,2016,Florida,Orlando,4728 Walden Circle,1,0,"View Incident
View Source"
260,271,1016898,December 30,2017,Illinois,Chicago,3000 W Jackson Blvd,0,1,"View Incident
View Source"
