,Unnamed: 0,Incident ID,Incident Date,year,State,City Or County,Address,Killed,Injured,Operations
373,388,1016911,December 29,2017,New Jersey,Absecon,200 block of E White Horse Pike,0,0,"View Incident
View Source"
373,388,1306987,December 29,2018,Ohio,Independence,5619 Brecksville Rd,0,0,"View Incident
View Source"
373,388,1505310,September 14,2019,Connecticut,Stafford Springs,44 W Stafford Rd,0,0,"View Incident
View Source"
373,388,475359,December 29,2015,Illinois,Chicago,6900 block of South Vernon Avenue,0,1,"View Incident
View Source"
373,388,737974,December 29,2016,California,San Francisco,240 Golden Gate Avenue,1,1,"View Incident
View Source"
374,389,737897,December 29,2016,Michigan,Detroit,Queen St and Fordham St,0,2,"View Incident
View Source"
374,389,1016889,December 29,2017,Illinois,Chicago,12500 S Emerald Ave,1,1,"View Incident
View Source"
374,389,1505305,September 14,2019,Connecticut,New London,1 Ocean Ave,0,0,"View Incident
View Source"
374,389,1287610,December 29,2018,Utah,Saint George,64 N 800 E,1,0,"View Incident
View Source"
374,389,475346,December 29,2015,Illinois,Chicago,9000 block of South Greenwood Avenue,1,0,"View Incident
View Source"
375,391,738437,December 29,2016,Pennsylvania,Upper Darby,100 block of Pennock Ave,0,0,"View Incident
View Source"
375,391,1040858,December 29,2017,Illinois,Alton,1200 Central Ave,0,0,"View Incident
View Source"
375,391,1506284,September 14,2019,Idaho,Silverwood,Brunner Rd,0,0,"View Incident
View Source"
375,391,1287722,December 29,2018,Mississippi,Jackson,Deer Park St,1,0,"View Incident
View Source"
375,391,483706,December 29,2015,Missouri,Union,Hickory Spring Lane,0,0,"View Incident
View Source"
376,392,1504575,September 14,2019,Tennessee,Nashville,700 block of Airways Cir,0,1,"View Incident
View Source"
376,392,1292851,December 29,2018,North Carolina,Rocky Mount,700 block of Cascade Ave,0,0,"View Incident
View Source"
376,392,474577,December 29,2015,Illinois,Chicago (Roseland),9100 block of South Wentworth Avenue,0,1,"View Incident
View Source"
376,392,738395,December 29,2016,Alabama,Enterprise,200 block of Colony Dr,0,0,"View Incident
View Source"
376,392,1016324,December 29,2017,Ohio,Akron,786 West Market St,0,1,"View Incident
View Source"
377,393,474663,December 29,2015,California,Gustine (Santa Nella),29000 block of Del Sol Court,1,0,"View Incident
View Source"
377,393,738385,December 29,2016,North Carolina,Durham (county),Grandview Drive and Greyson Drive,0,1,"View Incident
View Source"
377,393,1288258,December 29,2018,Utah,Fort Duchesne,,1,0,"View Incident
View Source"
377,393,1017537,December 29,2017,Pennsylvania,Altoona,58th St and 6th Ave,0,0,"View Incident
View Source"
377,393,1506275,September 14,2019,Idaho,Moscow,700 block of Brent Dr,0,0,"View Incident
View Source"
378,394,475125,December 29,2015,Nevada,Las Vegas,601 South Rainbow Blvd,1,0,"View Incident
View Source"
378,394,738445,December 29,2016,Wyoming,Casper,300 block of N Jefferson St,0,0,"View Incident
View Source"
378,394,1017033,December 29,2017,California,South Gate,9800 block of Bowman Ave,1,0,"View Incident
View Source"
378,394,1287369,December 29,2018,Illinois,Glendale Heights,50 block of Joseph Ln,0,1,"View Incident
View Source"
378,394,1504574,September 14,2019,Ohio,Youngstown,E Boston Ave,0,0,"View Incident
View Source"
379,395,738052,December 29,2016,Tennessee,Memphis,2800 block of Shady Vista Dr,0,1,"View Incident
View Source"
379,395,1506271,September 14,2019,Michigan,Pontiac,Baldwin Rd and E Montcalm St,0,0,"View Incident
View Source"
379,395,1019418,December 29,2017,Missouri,Saint Louis,5300 block of Lucas-Hunt Rd,0,0,"View Incident
View Source"
379,395,1287701,December 29,2018,Georgia,Macon,1156 Carroll St,0,1,"View Incident
View Source"
379,395,475311,December 29,2015,North Carolina,Winston Salem,2115 Peters Creek Parkway,0,2,"View Incident
View Source"
380,396,1016892,December 29,2017,Illinois,Chicago,1000 N Campbell Ave,0,1,"View Incident
View Source"
380,396,1290349,December 29,2018,Illinois,Peoria,2100 block of N Wisconsin Ave,0,1,"View Incident
View Source"
380,396,738960,December 29,2016,Virginia,Hanover,32162 Mount Gideon Rd,0,0,"View Incident
View Source"
380,396,475910,December 29,2015,Nevada,Reno,2300 block of Wedekind Road,0,1,"View Incident
View Source"
380,396,1504565,September 14,2019,Tennessee,Nashville,I-24,0,0,"View Incident
View Source"
381,397,1288251,December 29,2018,North Carolina,Charlotte,510 Briar Creek Rd,1,0,"View Incident
View Source"
381,397,475273,December 29,2015,Georgia,Lagrange,Borton Street,0,0,"View Incident
View Source"
381,397,1019015,December 29,2017,Mississippi,Silver Creek,US 84,0,1,"View Incident
View Source"
381,397,1504561,September 14,2019,Tennessee,Knoxville,500 block of Balsam Dr,1,0,"View Incident
View Source"
381,397,737375,December 29,2016,Virginia,Hampton,4000 block of West Mercury Boulevard,0,1,"View Incident
View Source"
382,398,1294124,December 29,2018,New York,Albany,Delaware Ave and Second Ave,0,0,"View Incident
View Source"
382,398,474599,December 29,2015,Illinois,Melrose Park,1100 block of 24th Ave,1,1,"View Incident
View Source"
382,398,1021563,December 29,2017,Florida,Panama City,Tower Rd,0,0,"View Incident
View Source"
382,398,737351,December 29,2016,Ohio,Newark,88 Day Avenue,0,1,"View Incident
View Source"
382,398,1504557,September 14,2019,Tennessee,Nashville,I-65 and Rosa Parks Blvd,0,1,"View Incident
View Source"
383,399,1287402,December 29,2018,Ohio,Cleveland,5307 Woodland Ave,0,3,"View Incident
View Source"
383,399,477089,December 29,2015,Arkansas,Benton,Bradbury Street,0,0,"View Incident
View Source"
383,399,1504531,September 14,2019,New York,Syracuse,121 W Seneca Turnpike,0,2,"View Incident
View Source"
383,399,738374,December 29,2016,Texas,Del Rio,71 Larkwood Ln,0,0,"View Incident
View Source"
383,399,1016273,December 29,2017,Illinois,Chicago,2300 W Grand Ave,0,1,"View Incident
View Source"
384,400,1503951,September 14,2019,Tennessee,Ooltewah,7900 block of Sue Dr,1,0,"View Incident
View Source"
384,400,475272,December 29,2015,Georgia,Lagrange,29 Patilla Road,0,0,"View Incident
View Source"
384,400,1016261,December 29,2017,Illinois,Chicago,7600 S Rhodes Ave,0,1,"View Incident
View Source"
384,400,738366,December 29,2016,Iowa,Des Moines,4538 Lower Beaver Rd,0,0,"View Incident
View Source"
384,400,1288237,December 29,2018,Connecticut,New Haven,Dorman St,1,0,"View Incident
View Source"
385,401,740040,December 29,2016,New York,Syracuse,1300 block of West Onondaga Street,0,1,"View Incident
View Source"
385,401,1016570,December 29,2017,North Carolina,Reidsville,101 Peony Ln,0,0,"View Incident
View Source"
385,401,1504063,September 14,2019,California,Sacramento,Marconi Ave and Howe Ave,0,1,"View Incident
View Source"
385,401,1289315,December 29,2018,Missouri,Marshall,Viking Ln,1,0,"View Incident
View Source"
385,401,475266,December 29,2015,Georgia,Albany,1016 North Slappey Boulevard,0,1,"View Incident
View Source"
386,402,1019632,December 29,2017,South Carolina,York,Cripple Creek Dr,0,0,"View Incident
View Source"
386,402,1506239,September 14,2019,Florida,Tallahassee,N Monroe St and Fred George Rd,0,0,"View Incident
View Source"
386,402,738361,December 29,2016,Iowa,Des Moines,,0,2,"View Incident
View Source"
386,402,1294087,December 29,2018,Louisiana,New Iberia,900 block of Walnut St,0,1,"View Incident
View Source"
386,402,476400,December 29,2015,Mississippi,Hattiesburg,Spencer Street,1,0,"View Incident
View Source"
387,403,477078,December 29,2015,Arkansas,Little Rock,9th St and College St,0,1,"View Incident
View Source"
387,403,1499675,December 29,2018,New Mexico,Rio Rancho,,2,0,"View Incident
View Source"
387,403,1503787,September 14,2019,District of Columbia,Washington,600 block of H St NE,0,1,"View Incident
View Source"
387,403,740032,December 29,2016,New York,Syracuse,South Salina Street,0,1,"View Incident
View Source"
387,403,1016880,December 29,2017,South Carolina,Columbia,900 block of Walnut Street,0,1,"View Incident
View Source"
388,404,475256,December 29,2015,Maryland,Baltimore,1600 block of East 25th Street,0,1,"View Incident
View Source"
388,404,1288467,December 29,2018,Missouri,Moberly,600 block of Concannon St,2,0,"View Incident
View Source"
388,404,1504539,September 14,2019,New York,Bronx,Bathgate Ave and E 178th St,0,0,"View Incident
View Source"
388,404,739239,December 29,2016,Iowa,Des Moines,1414 East Walnut St,0,0,"View Incident
View Source"
388,404,1016762,December 29,2017,Missouri,Saint Louis,4900 block of Rosalie St,0,1,"View Incident
View Source"
389,405,1288523,December 29,2018,Tennessee,Murfreesboro,319 W Lokey Ave,1,1,"View Incident
View Source"
389,405,744407,December 29,2016,Virginia,Collinsville,2500 block of Virginia Avenue,0,0,"View Incident
View Source"
389,405,1503927,September 14,2019,Kentucky,Louisville,2400 block of Elliot Ave,1,0,"View Incident
View Source"
389,405,475254,December 29,2015,Maryland,Baltimore,4500 block of Garrison Boulevard,1,0,"View Incident
View Source"
389,405,1019461,December 29,2017,Iowa,Forest City,,0,0,"View Incident
View Source"
390,406,1017243,December 29,2017,Indiana,South Bend,,0,1,"View Incident
View Source"
390,406,477074,December 29,2015,Arkansas,Pine Bluff,10th Ave. and Palm St.,1,0,"View Incident
View Source"
390,406,1287892,December 29,2018,Arizona,Tempe,5124 S Mill Ave,1,0,"View Incident
View Source"
390,406,1505243,September 14,2019,Michigan,Flint,2000 block of Frances Ave,0,1,"View Incident
View Source"
390,406,737330,December 29,2016,Texas,Round Rock,Hunters Lodge Drive and Indian Oaks,2,0,"View Incident
View Source"
391,407,738311,December 29,2016,North Carolina,Goldsboro,Spruce Street,0,0,"View Incident
View Source"
391,407,1288923,December 29,2018,South Carolina,Hopkins,Meeting House Rd and Clarkson Rd,1,0,"View Incident
View Source"
391,407,1506213,September 14,2019,Illinois,Pike (county),I-72,0,0,"View Incident
View Source"
391,407,475250,December 29,2015,Illinois,Chicago,10900 block of South Racine Avenue,0,1,"View Incident
View Source"
391,407,1071050,December 29,2017,Oklahoma,Sallisaw,,0,0,"View Incident
View Source"
392,408,737504,December 29,2016,Kansas,Wichita,5400 E 21st St,1,0,"View Incident
View Source"
392,408,1504053,September 14,2019,Kentucky,Lexington,Buckhorn Dr,0,0,"View Incident
View Source"
392,408,1287897,December 29,2018,Oregon,Beatty,,1,0,"View Incident
View Source"
392,408,1016829,December 29,2017,Georgia,Atlanta,2727 Godby Rd,0,1,"View Incident
View Source"
392,408,475248,December 29,2015,District of Columbia,Washington,,0,0,"View Incident
View Source"
393,409,1289850,December 29,2018,South Carolina,Beaufort,Bonaire Cir,0,1,"View Incident
View Source"
393,409,1504100,September 14,2019,Louisiana,Baton Rouge,16700 block of Highland Club Ave,1,0,"View Incident
View Source"
393,409,475246,December 29,2015,District of Columbia,Washington,,0,0,"View Incident
View Source"
393,409,1016612,December 29,2017,Oklahoma,Oklahoma City,3900 block of SE 48th St,1,0,"View Incident
View Source"
393,409,737054,December 29,2016,Texas,Austin,12907 Quinn Trail,1,0,"View Incident
View Source"
394,410,1287666,December 29,2018,Alabama,Anderson,2900 block of Lauderdale County 93,0,0,"View Incident
View Source"
394,410,741674,December 29,2016,Iowa,Des Moines,16th St and Washington Ave,0,1,"View Incident
View Source"
394,410,1504604,September 14,2019,Texas,Houston,Alta Vista St,0,0,"View Incident
View Source"
394,410,1016231,December 29,2017,Oregon,Eugene,446 Clark St,0,0,"View Incident
View Source"
394,410,477726,December 29,2015,South Carolina,North Charleston,Carver and Ottawa Avenues,1,0,"View Incident
View Source"
395,411,1288220,December 29,2018,South Carolina,Summerville,9890 Dorchester Rd,0,0,"View Incident
View Source"
395,411,1016222,December 29,2017,South Carolina,Columbia,1727 Percival Rd,0,0,"View Incident
View Source"
395,411,1504516,September 14,2019,New York,Niagara Falls,1100 block of 19th St,0,1,"View Incident
View Source"
395,411,478538,December 29,2015,Nevada,Reno,Fife Drive and Reed Street,1,0,"View Incident
View Source"
395,411,748274,December 29,2016,Nebraska,Neligh,324 Main St,0,1,"View Incident
View Source"
396,412,1287659,December 29,2018,North Carolina,Charlotte,Columbus Cir,0,2,"View Incident
View Source"
396,412,1505209,September 14,2019,Texas,Longview,,0,0,"View Incident
View Source"
396,412,477719,December 29,2015,South Carolina,Ladson,Miami Drive,0,1,"View Incident
View Source"
396,412,1016871,December 29,2017,New York,Rochester,Dewey Ave and Magee Ave,0,1,"View Incident
View Source"
396,412,737056,December 29,2016,North Carolina,Asheville,1563 Patton Avenue,0,1,"View Incident
View Source"
397,413,1291126,December 29,2018,North Carolina,Kernersville,I-40BUS and NC 66,0,0,"View Incident
View Source"
397,413,801270,December 29,2016,Missouri,Carthage,,0,0,"View Incident
View Source"
397,413,475866,December 29,2015,Michigan,Davisburg (Springfield Township),10000 block of Puffer Road,0,0,"View Incident
View Source"
397,413,1016182,December 29,2017,Florida,Miami,NW 10th Ave and NW 36th St,0,1,"View Incident
View Source"
397,413,1504048,September 14,2019,Illinois,Chicago,11000 block of S Bishop St,0,1,"View Incident
View Source"
398,414,1017701,December 29,2017,North Carolina,Durham,1100 block of Gurley St,0,1,"View Incident
View Source"
398,414,475134,December 29,2015,Oklahoma,Yukon,Yukon Parkway and Ranchwood Boulevard,0,0,"View Incident
View Source"
398,414,737948,December 29,2016,Colorado,Englewood,3151 W Girard Ave,1,0,"View Incident
View Source"
398,414,1288849,December 29,2018,Illinois,Urbana,2000 block of Vawter St,1,0,"View Incident
View Source"
398,414,1503691,September 14,2019,Illinois,Chicago,500 block of N Lawler Ave,1,0,"View Incident
View Source"
399,415,1016810,December 29,2017,California,Bakersfield,Spectrum Park Way,1,0,"View Incident
View Source"
399,415,475847,December 29,2015,Oklahoma,Guthrie,N. Pine Street,0,0,"View Incident
View Source"
399,415,1288215,December 29,2018,District of Columbia,Washington,50 block of O St NW,0,0,"View Incident
View Source"
399,415,744374,December 29,2016,Kentucky,Shelbyville,16 Village Ln,0,0,"View Incident
View Source"
399,415,1503902,September 14,2019,Mississippi,Vicksburg,500 block of Hutson St,0,1,"View Incident
View Source"
400,417,1504044,September 14,2019,Illinois,Chicago,1800 block of S Keeler Ave,1,0,"View Incident
View Source"
400,417,737265,December 29,2016,Florida,Brooker,County Road 231,0,0,"View Incident
View Source"
400,417,1289267,December 29,2018,Alabama,Gadsden,1300 block of Chestnut St,0,0,"View Incident
View Source"
400,417,475334,December 29,2015,South Carolina,Easley,112 Planters Way,1,0,"View Incident
View Source"
400,417,1017340,December 29,2017,Louisiana,Baton Rouge,3800 Plank Road,0,1,"View Incident
View Source"
401,418,1506167,September 14,2019,California,Victorville,16900 block of C St,0,1,"View Incident
View Source"
401,418,738209,December 29,2016,Florida,Fort Myers,4719 Palm Beach Blvd,0,0,"View Incident
View Source"
401,418,1287641,December 29,2018,Alabama,Montgomery,4400 block of Richardson Rd,0,1,"View Incident
View Source"
401,418,475219,December 29,2015,Ohio,Dayton (Trotwood),1400 block of Hagerman Drive,0,1,"View Incident
View Source"
401,418,1016564,December 29,2017,Louisiana,Baton Rouge,2400 block of Georgia Street,1,0,"View Incident
View Source"
402,419,1505202,September 14,2019,Texas,Tom Green (county),,0,0,"View Incident
View Source"
402,419,737248,December 29,2016,Florida,Miami,2370 NW 48th Street,0,0,"View Incident
View Source"
402,419,1288432,December 29,2018,Ohio,Columbus,826 Wedgewood Dr,1,0,"View Incident
View Source"
402,419,1016430,December 29,2017,Louisiana,Baton Rouge,3200 Plank Rd,1,0,"View Incident
View Source"
402,419,476245,December 29,2015,Texas,Houston,3427 Jorns,1,0,"View Incident
View Source"
403,420,1288409,December 29,2018,Ohio,Dayton,800 block of Huffman Ave,0,1,"View Incident
View Source"
403,420,1016840,December 29,2017,Maine,Pittsfield,858 Main St,0,0,"View Incident
View Source"
403,420,1504513,September 14,2019,New York,Watervliet,1500 block of 4th Ave,0,0,"View Incident
View Source"
403,420,738033,December 29,2016,North Carolina,Raleigh,2900 block of Capital Blvd,1,0,"View Incident
View Source"
403,420,475214,December 29,2015,Florida,Saint Cloud,10th Street,1,0,"View Incident
View Source"
404,421,475161,December 29,2015,Nebraska,Omaha,1029 Park Avenue,0,1,"View Incident
View Source"
